incipient,intensification,mature,decay
2007-06-07 03:00:00,2007-06-07 15:00:00,2007-06-08 11:00:00,2007-06-08 17:00:00
2007-06-07 14:00:00,2007-06-08 10:00:00,2007-06-08 16:00:00,2007-06-09 01:00:00
