incipient,intensification,mature,decay
2013-08-22 10:00:00,2013-08-23 07:00:00,2013-08-24 01:00:00,2013-08-24 09:00:00
2013-08-23 06:00:00,2013-08-24 00:00:00,2013-08-24 08:00:00,2013-08-24 23:00:00
