intensification,mature,decay,intensification 2,mature 2,decay 2
1990-08-14 14:00:00,1990-08-15 14:00:00,1990-08-16 00:00:00,1990-08-16 15:00:00,1990-08-17 04:00:00,1990-08-17 15:00:00
1990-08-15 13:00:00,1990-08-15 23:00:00,1990-08-16 14:00:00,1990-08-17 03:00:00,1990-08-17 14:00:00,1990-08-18 16:00:00
