intensification,mature,decay,residual
2000-04-03 14:00:00,2000-04-03 23:00:00,2000-04-04 04:00:00,2000-04-04 10:00:00
2000-04-03 22:00:00,2000-04-04 03:00:00,2000-04-04 09:00:00,2000-04-04 21:00:00
