intensification,mature,decay,intensification 2,mature 2,decay 2
1995-10-13 21:00:00,1995-10-15 06:00:00,1995-10-16 13:00:00,1995-10-19 00:00:00,1995-10-21 04:00:00,1995-10-22 00:00:00
1995-10-15 05:00:00,1995-10-16 12:00:00,1995-10-18 23:00:00,1995-10-21 03:00:00,1995-10-21 23:00:00,1995-10-23 14:00:00
