intensification,mature,decay,intensification 2,mature 2,decay 2
1994-09-30 09:00:00,1994-10-02 09:00:00,1994-10-03 06:00:00,1994-10-04 10:00:00,1994-10-06 06:00:00,1994-10-07 00:00:00
1994-10-02 08:00:00,1994-10-03 05:00:00,1994-10-04 09:00:00,1994-10-06 05:00:00,1994-10-06 23:00:00,1994-10-08 09:00:00
