intensification,mature,decay,residual
1996-11-06 11:00:00,1996-11-08 06:00:00,1996-11-09 11:00:00,1996-11-11 22:00:00
1996-11-08 05:00:00,1996-11-09 10:00:00,1996-11-11 21:00:00,1996-11-14 05:00:00
