incipient,intensification,mature,decay
1997-07-31 07:00:00,1997-08-01 07:00:00,1997-08-02 14:00:00,1997-08-02 21:00:00
1997-08-01 06:00:00,1997-08-02 13:00:00,1997-08-02 20:00:00,1997-08-03 04:00:00
