intensification,mature,decay,residual
2017-08-09 08:00:00,2017-08-10 21:00:00,2017-08-11 12:00:00,2017-08-12 21:00:00
2017-08-10 20:00:00,2017-08-11 11:00:00,2017-08-12 20:00:00,2017-08-13 14:00:00
