intensification,mature,decay,residual
1983-09-24 03:00:00,1983-09-24 16:00:00,1983-09-24 21:00:00,1983-09-25 04:00:00
1983-09-24 15:00:00,1983-09-24 20:00:00,1983-09-25 03:00:00,1983-09-25 21:00:00
