intensification,mature,decay,residual
1993-09-19 18:00:00,1993-09-22 06:00:00,1993-09-23 12:00:00,1993-09-24 21:00:00
1993-09-22 05:00:00,1993-09-23 11:00:00,1993-09-24 20:00:00,1993-09-28 05:00:00
