incipient,intensification,mature,decay
2003-03-20 14:00:00,2003-03-20 20:00:00,2003-03-21 21:00:00,2003-03-22 10:00:00
2003-03-20 19:00:00,2003-03-21 20:00:00,2003-03-22 09:00:00,2003-03-23 12:00:00
