intensification,mature,decay,intensification 2,mature 2,decay 2
1995-08-14 03:00:00,1995-08-14 11:00:00,1995-08-14 16:00:00,1995-08-14 23:00:00,1995-08-15 15:00:00,1995-08-15 20:00:00
1995-08-14 10:00:00,1995-08-14 15:00:00,1995-08-14 22:00:00,1995-08-15 14:00:00,1995-08-15 19:00:00,1995-08-16 02:00:00
