intensification,mature,decay,residual
2003-11-26 22:00:00,2003-11-28 15:00:00,2003-11-29 05:00:00,2003-11-29 21:00:00
2003-11-28 14:00:00,2003-11-29 04:00:00,2003-11-29 20:00:00,2003-11-30 23:00:00
