intensification,mature,decay,residual
2013-11-06 10:00:00,2013-11-07 17:00:00,2013-11-08 11:00:00,2013-11-09 15:00:00
2013-11-07 16:00:00,2013-11-08 10:00:00,2013-11-09 14:00:00,2013-11-13 00:00:00
