intensification,mature,decay,intensification 2,mature 2,decay 2
2017-03-23 21:00:00,2017-03-26 20:00:00,2017-03-27 16:00:00,2017-03-28 22:00:00,2017-03-30 04:00:00,2017-03-30 21:00:00
2017-03-26 19:00:00,2017-03-27 15:00:00,2017-03-28 21:00:00,2017-03-30 03:00:00,2017-03-30 20:00:00,2017-04-01 08:00:00
