intensification,mature,decay,residual
2018-03-18 04:00:00,2018-03-19 09:00:00,2018-03-19 22:00:00,2018-03-20 20:00:00
2018-03-19 08:00:00,2018-03-19 21:00:00,2018-03-20 19:00:00,2018-03-21 19:00:00
