intensification,mature,decay,residual
1992-05-27 22:00:00,1992-05-28 16:00:00,1992-05-29 06:00:00,1992-05-30 10:00:00
1992-05-28 15:00:00,1992-05-29 05:00:00,1992-05-30 09:00:00,1992-05-31 06:00:00
