incipient,intensification,mature,decay
1991-12-07 07:00:00,1991-12-07 13:00:00,1991-12-09 16:00:00,1991-12-10 09:00:00
1991-12-07 12:00:00,1991-12-09 15:00:00,1991-12-10 08:00:00,1991-12-11 05:00:00
