incipient,intensification,mature,decay
1986-10-17 01:00:00,1986-10-20 07:00:00,1986-10-24 01:00:00,1986-10-25 04:00:00
1986-10-20 06:00:00,1986-10-24 00:00:00,1986-10-25 03:00:00,1986-10-26 21:00:00
