incipient,intensification,mature,decay
1995-04-15 04:00:00,1995-04-15 16:00:00,1995-04-15 23:00:00,1995-04-16 04:00:00
1995-04-15 15:00:00,1995-04-15 22:00:00,1995-04-16 03:00:00,1995-04-16 14:00:00
