intensification,mature,decay,intensification 2,mature 2,decay 2
1995-06-28 20:00:00,1995-06-29 08:00:00,1995-06-29 15:00:00,1995-06-30 03:00:00,1995-06-30 18:00:00,1995-07-01 02:00:00
1995-06-29 07:00:00,1995-06-29 14:00:00,1995-06-30 02:00:00,1995-06-30 17:00:00,1995-07-01 01:00:00,1995-07-01 17:00:00
