incipient,intensification,mature,decay
2013-07-09 11:00:00,2013-07-10 03:00:00,2013-07-10 21:00:00,2013-07-11 07:00:00
2013-07-10 02:00:00,2013-07-10 20:00:00,2013-07-11 06:00:00,2013-07-12 06:00:00
