intensification,mature,decay,intensification 2,mature 2,decay 2
1989-11-11 14:00:00,1989-11-12 14:00:00,1989-11-13 03:00:00,1989-11-14 00:00:00,1989-11-14 20:00:00,1989-11-15 10:00:00
1989-11-12 13:00:00,1989-11-13 02:00:00,1989-11-13 23:00:00,1989-11-14 19:00:00,1989-11-15 09:00:00,1989-11-16 21:00:00
