incipient,intensification,mature,decay
2002-08-19 00:00:00,2002-08-19 11:00:00,2002-08-20 10:00:00,2002-08-20 23:00:00
2002-08-19 10:00:00,2002-08-20 09:00:00,2002-08-20 22:00:00,2002-08-22 03:00:00
