incipient,intensification,mature,decay
1980-06-09 06:00:00,1980-06-11 01:00:00,1980-06-13 13:00:00,1980-06-14 02:00:00
1980-06-11 00:00:00,1980-06-13 12:00:00,1980-06-14 01:00:00,1980-06-14 14:00:00
