incipient,intensification,mature,decay
1981-10-05 11:00:00,1981-10-05 20:00:00,1981-10-06 15:00:00,1981-10-07 00:00:00
1981-10-05 19:00:00,1981-10-06 14:00:00,1981-10-06 23:00:00,1981-10-07 15:00:00
