intensification,mature,decay,residual
1982-06-11 10:00:00,1982-06-11 20:00:00,1982-06-12 01:00:00,1982-06-12 08:00:00
1982-06-11 19:00:00,1982-06-12 00:00:00,1982-06-12 07:00:00,1982-06-13 00:00:00
