intensification,mature,decay,residual
2011-06-29 07:00:00,2011-06-30 01:00:00,2011-06-30 10:00:00,2011-07-01 02:00:00
2011-06-30 00:00:00,2011-06-30 09:00:00,2011-07-01 01:00:00,2011-07-02 11:00:00
