intensification,mature,decay,intensification 2,mature 2,decay 2
2018-10-06 17:00:00,2018-10-07 02:00:00,2018-10-07 07:00:00,2018-10-07 13:00:00,2018-10-07 21:00:00,2018-10-08 04:00:00
2018-10-07 01:00:00,2018-10-07 06:00:00,2018-10-07 12:00:00,2018-10-07 20:00:00,2018-10-08 03:00:00,2018-10-08 21:00:00
