intensification,mature,decay,residual
2015-08-05 10:00:00,2015-08-05 22:00:00,2015-08-06 04:00:00,2015-08-06 16:00:00
2015-08-05 21:00:00,2015-08-06 03:00:00,2015-08-06 15:00:00,2015-08-07 09:00:00
