incipient,intensification,mature,decay
2014-01-19 23:00:00,2014-01-22 20:00:00,2014-01-26 04:00:00,2014-01-27 09:00:00
2014-01-22 19:00:00,2014-01-26 03:00:00,2014-01-27 08:00:00,2014-01-29 14:00:00
