intensification,mature,decay,residual
1986-09-03 10:00:00,1986-09-04 12:00:00,1986-09-05 15:00:00,1986-09-07 23:00:00
1986-09-04 11:00:00,1986-09-05 14:00:00,1986-09-07 22:00:00,1986-09-10 20:00:00
