intensification,mature,decay,intensification 2,mature 2,decay 2
1997-06-18 16:00:00,1997-06-20 08:00:00,1997-06-21 04:00:00,1997-06-22 04:00:00,1997-06-24 17:00:00,1997-06-25 20:00:00
1997-06-20 07:00:00,1997-06-21 03:00:00,1997-06-22 03:00:00,1997-06-24 16:00:00,1997-06-25 19:00:00,1997-06-28 04:00:00
