intensification,mature,decay,residual
2017-08-12 10:00:00,2017-08-12 18:00:00,2017-08-12 23:00:00,2017-08-13 06:00:00
2017-08-12 17:00:00,2017-08-12 22:00:00,2017-08-13 05:00:00,2017-08-13 11:00:00
