incipient,intensification,mature,decay
2010-08-24 03:00:00,2010-08-25 15:00:00,2010-08-28 00:00:00,2010-08-28 21:00:00
2010-08-25 14:00:00,2010-08-27 23:00:00,2010-08-28 20:00:00,2010-08-30 13:00:00
