incipient,intensification,mature,decay
2007-11-01 04:00:00,2007-11-02 01:00:00,2007-11-02 19:00:00,2007-11-03 07:00:00
2007-11-02 00:00:00,2007-11-02 18:00:00,2007-11-03 06:00:00,2007-11-04 12:00:00
