intensification,mature,decay,residual
2011-07-01 16:00:00,2011-07-02 11:00:00,2011-07-02 21:00:00,2011-07-03 15:00:00
2011-07-02 10:00:00,2011-07-02 20:00:00,2011-07-03 14:00:00,2011-07-04 21:00:00
