incipient,intensification,mature,decay
1997-06-11 11:00:00,1997-06-12 02:00:00,1997-06-12 14:00:00,1997-06-12 19:00:00
1997-06-12 01:00:00,1997-06-12 13:00:00,1997-06-12 18:00:00,1997-06-13 06:00:00
