intensification,mature,decay,intensification 2,mature 2,decay 2
1989-01-01 16:00:00,1989-01-02 19:00:00,1989-01-04 00:00:00,1989-01-06 11:00:00,1989-01-09 08:00:00,1989-01-10 12:00:00
1989-01-02 18:00:00,1989-01-03 23:00:00,1989-01-06 10:00:00,1989-01-09 07:00:00,1989-01-10 11:00:00,1989-01-12 20:00:00
