intensification,mature,decay,residual
2014-05-09 02:00:00,2014-05-09 11:00:00,2014-05-09 17:00:00,2014-05-10 02:00:00
2014-05-09 10:00:00,2014-05-09 16:00:00,2014-05-10 01:00:00,2014-05-10 21:00:00
