intensification,mature,decay,residual
1986-11-13 19:00:00,1986-11-14 02:00:00,1986-11-14 07:00:00,1986-11-14 17:00:00
1986-11-14 01:00:00,1986-11-14 06:00:00,1986-11-14 16:00:00,1986-11-14 23:00:00
