intensification,mature,decay,intensification 2,mature 2,decay 2
1996-09-21 02:00:00,1996-09-21 15:00:00,1996-09-21 20:00:00,1996-09-22 02:00:00,1996-09-22 16:00:00,1996-09-22 22:00:00
1996-09-21 14:00:00,1996-09-21 19:00:00,1996-09-22 01:00:00,1996-09-22 15:00:00,1996-09-22 21:00:00,1996-09-23 09:00:00
