intensification,mature,decay,residual
1980-10-01 22:00:00,1980-10-02 13:00:00,1980-10-03 02:00:00,1980-10-04 05:00:00
1980-10-02 12:00:00,1980-10-03 01:00:00,1980-10-04 04:00:00,1980-10-05 09:00:00
