intensification,mature,decay,residual
1990-01-19 08:00:00,1990-01-21 00:00:00,1990-01-21 23:00:00,1990-01-23 18:00:00
1990-01-20 23:00:00,1990-01-21 22:00:00,1990-01-23 17:00:00,1990-01-26 07:00:00
