incipient,intensification,mature,decay
2001-08-15 15:00:00,2001-08-16 08:00:00,2001-08-19 22:00:00,2001-08-21 00:00:00
2001-08-16 07:00:00,2001-08-19 21:00:00,2001-08-20 23:00:00,2001-08-22 20:00:00
