intensification,mature,decay,residual
1994-05-02 06:00:00,1994-05-02 15:00:00,1994-05-02 23:00:00,1994-05-03 12:00:00
1994-05-02 14:00:00,1994-05-02 22:00:00,1994-05-03 11:00:00,1994-05-03 21:00:00
