intensification,mature,decay,residual
2019-04-07 23:00:00,2019-04-09 05:00:00,2019-04-10 07:00:00,2019-04-12 19:00:00
2019-04-09 04:00:00,2019-04-10 06:00:00,2019-04-12 18:00:00,2019-04-13 12:00:00
