intensification,mature,decay,residual
2004-06-28 10:00:00,2004-06-28 16:00:00,2004-06-28 21:00:00,2004-06-29 07:00:00
2004-06-28 15:00:00,2004-06-28 20:00:00,2004-06-29 06:00:00,2004-06-29 19:00:00
