intensification,mature,decay,residual
2016-01-04 19:00:00,2016-01-05 18:00:00,2016-01-06 17:00:00,2016-01-08 23:00:00
2016-01-05 17:00:00,2016-01-06 16:00:00,2016-01-08 22:00:00,2016-01-09 05:00:00
