incipient,intensification,mature,decay
2012-12-16 21:00:00,2012-12-21 09:00:00,2012-12-23 12:00:00,2012-12-25 03:00:00
2012-12-21 08:00:00,2012-12-23 11:00:00,2012-12-25 02:00:00,2012-12-29 05:00:00
