intensification,mature,decay,residual
1980-10-08 14:00:00,1980-10-08 20:00:00,1980-10-09 02:00:00,1980-10-09 13:00:00
1980-10-08 19:00:00,1980-10-09 01:00:00,1980-10-09 12:00:00,1980-10-10 11:00:00
