incipient,intensification,mature,decay
1983-07-10 17:00:00,1983-07-13 00:00:00,1983-07-16 02:00:00,1983-07-17 02:00:00
1983-07-12 23:00:00,1983-07-16 01:00:00,1983-07-17 01:00:00,1983-07-18 23:00:00
