intensification,mature,decay,intensification 2,mature 2,decay 2
2001-01-15 04:00:00,2001-01-15 23:00:00,2001-01-16 15:00:00,2001-01-17 18:00:00,2001-01-18 20:00:00,2001-01-19 07:00:00
2001-01-15 22:00:00,2001-01-16 14:00:00,2001-01-17 17:00:00,2001-01-18 19:00:00,2001-01-19 06:00:00,2001-01-20 03:00:00
