intensification,mature,decay,intensification 2,mature 2,decay 2
2011-11-24 14:00:00,2011-11-24 23:00:00,2011-11-25 10:00:00,2011-11-26 10:00:00,2011-11-27 02:00:00,2011-11-27 13:00:00
2011-11-24 22:00:00,2011-11-25 09:00:00,2011-11-26 09:00:00,2011-11-27 01:00:00,2011-11-27 12:00:00,2011-11-28 13:00:00
