intensification,mature,decay,intensification 2,mature 2,decay 2
1985-09-05 00:00:00,1985-09-06 05:00:00,1985-09-07 04:00:00,1985-09-08 21:00:00,1985-09-11 05:00:00,1985-09-12 08:00:00
1985-09-06 04:00:00,1985-09-07 03:00:00,1985-09-08 20:00:00,1985-09-11 04:00:00,1985-09-12 07:00:00,1985-09-14 16:00:00
