incipient,intensification,mature,decay
2003-05-15 11:00:00,2003-05-15 23:00:00,2003-05-17 15:00:00,2003-05-17 22:00:00
2003-05-15 22:00:00,2003-05-17 14:00:00,2003-05-17 21:00:00,2003-05-18 09:00:00
