intensification,mature,decay,residual
1983-07-04 09:00:00,1983-07-06 20:00:00,1983-07-07 09:00:00,1983-07-08 00:00:00
1983-07-06 19:00:00,1983-07-07 08:00:00,1983-07-07 23:00:00,1983-07-09 07:00:00
