incipient,intensification,mature,decay
2013-11-19 09:00:00,2013-11-21 02:00:00,2013-11-23 14:00:00,2013-11-24 15:00:00
2013-11-21 01:00:00,2013-11-23 13:00:00,2013-11-24 14:00:00,2013-11-26 17:00:00
