intensification,mature,decay,residual
1995-04-20 06:00:00,1995-04-21 16:00:00,1995-04-23 06:00:00,1995-04-26 15:00:00
1995-04-21 15:00:00,1995-04-23 05:00:00,1995-04-26 14:00:00,1995-04-27 21:00:00
