intensification,mature,decay,residual
2011-02-22 10:00:00,2011-02-24 05:00:00,2011-02-24 18:00:00,2011-02-25 14:00:00
2011-02-24 04:00:00,2011-02-24 17:00:00,2011-02-25 13:00:00,2011-02-27 05:00:00
