intensification,mature,decay,intensification 2,mature 2,decay 2
2009-11-28 12:00:00,2009-11-30 07:00:00,2009-12-01 11:00:00,2009-12-03 11:00:00,2009-12-05 13:00:00,2009-12-06 12:00:00
2009-11-30 06:00:00,2009-12-01 10:00:00,2009-12-03 10:00:00,2009-12-05 12:00:00,2009-12-06 11:00:00,2009-12-08 08:00:00
