incipient,intensification,mature,decay
2011-09-16 20:00:00,2011-09-18 23:00:00,2011-09-22 05:00:00,2011-09-23 05:00:00
2011-09-18 22:00:00,2011-09-22 04:00:00,2011-09-23 04:00:00,2011-09-24 23:00:00
