intensification,mature,decay,residual
1997-11-26 22:00:00,1997-11-27 08:00:00,1997-11-27 13:00:00,1997-11-27 22:00:00
1997-11-27 07:00:00,1997-11-27 12:00:00,1997-11-27 21:00:00,1997-11-28 13:00:00
